編號	名稱	分類	子分類	會長頭銜	會長姓名	成立日期	電話	核准立案字號	會址
1351	中華民國中小企業財務診斷輔導協會	社會團體	(經濟業務團體)	理事長	林慶隆  先生	97/10/15	02-2755-1915	0970172468	10665臺北市大安區復興南路1段283號3樓之1
1352	中華民國中小企業銀行協會   (解散)	社會團體	(經濟業務團體)	理事長	詹宣勇  	68/11/08	03-527-1101	0000000	新竹市新竹市中央路106號六樓
1353	中華民國中小學校長協會	社會團體	(學術文化團體)	理事長	薛春光  先生	97/03/29	02-2621-2755 # 102	0970090331	251新北市淡水區中山路160號
1354	中華民國中小學學習共同體教學研究協會	社會團體	(學術文化團體)	理事長	施宣輝  先生	102/08/10	02-27520880	1020336345	臺北市大安區仁愛路4段107號4樓
1355	中華民國中山人文社會科學研究會	社會團體	(學術文化團體)	理事長	彭立忠  先生	92/08/14	02-2938-7068	0930070847	116臺北市文山區指南路2段64號綜合院館北棟7樓
1356	中華民國中山工商校友會	社會團體	(同學校友會)	理事長	林欽木  先生	103/02/15	07-7815311#210	1030103253	高雄市大寮區正氣路79號
1357	中華民國中山醫學大學校友總會	社會團體	(同學校友會)	理事長	高嘉君  先生	89/11/12	04-2263-4787	9039374	臺中市南區建國北路1段110號
1358	中華民國中日負離子協會	社會團體	(醫療衛生團體)	理事長	陳鴻烈  先生	94/01/11	02-23635753	0940005944	10644台北市大安區和平東路一段216號12樓之2
1359	中華民國中日舞蹈舞踊協進會	社會團體	(體育運動團體)	理事長	張吳玲玲  女士	86/09/20	02-27726716	8688908	臺北市大安區忠孝東路4段170巷17弄12號2樓
1360	中華民國中古汽車發展協會	社會團體	(經濟業務團體)	理事長	陳水霖  	82/11/22	02-2823-0505		台北市承德路六段三二Ｏ號
1361	中華民國中台禪會	社會團體	(宗教團體)	理事長	鐘文生  先生	80/11/09	049-2930-215	8010635	南投市大同街八三巷七號
1362	中華民國中台灣區域競爭力學會	社會團體	(學術文化團體)	理事長	何澄祥  先生	95/12/02	04-22238736	0960084335	臺中市中區成功路141號
1363	中華民國中外協會	社會團體	(其他公益團體)	理事長	李明星  先生	97/11/15	23586382	0970210185	新北市中和區中興街216號3樓之7
1364	中華民國中外科技語文促進會	社會團體	(學術文化團體)	理事長	曾隆錫  	86/09/07	04-2386-7718		台中市南屯區五權西路二段六六六號七樓之八
1365	中華民國中外語文科技促進會	社會團體	(學術文化團體)	理事長	曾隆錫  	90/09/09	04-22461812		台中市北屯區崇德路2段286號10樓之5
1366	中華民國中央人力資源管理協會	社會團體	(經濟業務團體)	理事長	鍾帛煻  先生	94/04/27	03-4227151#66751	0940025216	桃園縣中壢市五權里中大路300號中央大學人力資源管理研究所
1367	中華民國中央軍事院校校友總會	社會團體	(同學校友會)	理事長	費鴻波  先生	77/09/03	02-2505-8699	8511107	臺北市中山區民生東路2段176號9樓
1368	中華民國中央退休公教人員協會	社會團體	(社會服務及慈善團體)	理事長	梁朝選  先生	84/03/05	02-2371-0922	8407984	臺北市峨嵋街94號4樓401室
1369	中華民國中央警察大學交通學系系友會	社會團體	(同學校友會)	理事長	程玉傑  先生	100/04/10	03-3281991	1000116545	桃園縣龜山鄉大崗村樹人路56號中央警察大學交通學系
1370	中華民國中央警察大學校友總會	社會團體	(同學校友會)	理事長	謝秀能  先生	87/05/23	02-2381-4661		台北市廣州街4巷1號
1371	中華民國中正大學企業管理系系友會	社會團體	(同學校友會)	理事長	廖清祈  先生	99/11/13	0919-217887	1000105606	嘉義縣太保市後潭里468號
1372	中華民國中州科技大學校友總會	社會團體	(同學校友會)	理事長	曾世勇  先生	97/12/07	04-8311498轉1847	0980030431	彰化縣員林鎮山腳路3段2巷6號
1373	中華民國中老年人體育協會	社會團體	(體育運動團體)	理事長	林錦富  先生	99/03/31	29350698	0990080253	臺北市文山區羅斯福路5段236巷9-1號1樓
1374	中華民國中西結合免疫醫學會	社會團體	(醫療衛生團體)	理事長	陳神發  先生	98/11/29	07-8034578	0980227973	81256高雄市小港區漢民路505號
1375	中華民國中西結合神經醫學會	社會團體	(醫療衛生團體)	理事長	蔣永孝  先生	92/12/14	02-2367-0436	0930010746	台北市大安區羅斯福路3段261號4樓
1376	中華民國中西整合醫學會	社會團體	(醫療衛生團體)	理事長	王人澍  先生	82/03/07	04-22053366	8209883	臺中市北區學士路91號中國醫藥大學立夫教學大樓11樓1009室
1377	中華民國中宗社	社會團體	(學術文化團體)	理事長	洪文斌  先生	92/03/22	0932-395-707	0920017611	臺北市大安區和平東路2段139號2樓
1378	中華民國中東經貿協會	社會團體	(經濟業務團體)	理事長	林聖忠  先生	98/12/11	02-2729-2694	0990016385	11011臺北市信義區信義路5段5號4樓4G-15室
1379	中華民國中南美文化經濟協會	社會團體	(國際團體)	理事長	熊啟放  	47/07/03	02-2713-6480		台北市南京東路三段二八五號六樓
1380	中華民國中南美洲工商投資協會   (解散)	社會團體	(國際團體)	理事長	郭政一  	84/06/25	02-2557-9001		台北市莊敬路二三六號七樓
1381	中華民國中南美經貿協會	社會團體	(經濟業務團體)	理事長	王綉子  女士	86/01/10	02-2725-2749	8674798	110臺北市信義區信義路5段5號４Ｇ之13
1382	中華民國中美州貿易促進會   (解散)	社會團體	(國際團體)	理事長	林永瑞  	77/01/07	02-2563-3301		台北市和平東路一段六七號九樓之一
1383	中華民國中國文化大學行政管理學系學友會	社會團體	(同學校友會)	理事長	蔡良文  先生	97/08/10	02-8236-6203	0970141940	臺北市文山區秀明路2段112巷7號5樓
1384	中華民國中國娃娃教育發展協會   (解散)	社會團體	(學術文化團體)	理事長	葉佳盛  	81/06/13	02-2974-8430		台北縣三重市成功路一０六號二樓之一
1385	中華民國中國醫藥大學校友會	社會團體	(同學校友會)	理事長	林耀東  先生	95/04/23	04-7223646	0950100242	彰化縣彰化市民生路37號
1386	中華民國中國醫藥大學藥學系系友會	社會團體	(同學校友會)	理事長	謝振鋒  先生	98/05/31	04-24791818	0980121509	臺中市南屯區楓樹里22鄰黎明路1段38號
1387	中華民國中華大學校友總會	社會團體	(同學校友會)	理事長	何煖軒  先生	91/09/28	03-537-7082		新竹市東香里6鄰東香30號
1388	中華民國中華佛教會	社會團體	(宗教團體)	理事長	妙峰  先生	99/05/29	02-22669577	0990171894	新北市土城區學府路一段209巷6號2樓
1389	中華民國中華科技大學校友會	社會團體	(同學校友會)	理事長	林政良  先生	98/09/19	02-27821862＃222	0980220103	臺北市南港區研究院路3段245號榮華樓5樓
1390	中華民國中源無極天銘道教協會	社會團體	(宗教團體)	理事長	陳國貞  先生	103/01/18	05-5661608	台內團1030092496	雲林縣斗六市莊敬路224號9樓
1391	中華民國中臺科技大學校友總會	社會團體	(同學校友會)	理事長	魏耀泉  先生	89/03/19	04-22391647		臺中市北屯區廓子路666號
1392	中華民國中歐東歐暨獨立國協經貿協會	社會團體	(國際團體)	理事長	黃博治  先生	91/07/30	02-27576148	10C9152593	臺北市基隆路一段333號5樓
1393	中華民國中歐產業研究學會	社會團體	(經濟業務團體)	理事長	任克敏  先生	88/02/07	03-520-8829	8807689	30067新竹市東香里富群街58號
1394	中華民國中學生學生權利促進會	社會團體	(學術文化團體)	理事長	林柏儀  	92/06/16	02-2501-1746	0920067204	台北市中山區合江街170巷28號一樓
1395	中華民國中興大學機械系系友會	社會團體	(同學校友會)	理事長	林鶴年  先生	101/11/17	04-22840433	1010403293	臺中市南區國光路250號機械系
1396	中華民國中興自覺協進會   (解散)	社會團體	(其他公益團體)	理事長	武之璋  	81/10/18	02-2722-3441		台北市基隆路一段333號20樓2011室
1397	中華民國中韓陸戰隊退伍隊友交流協會	社會團體	(國際團體)	理事長	黃春明  先生	101/02/18	0938355670	1010128786	臺北市中正區中華路二段75巷7號5樓之2
1398	中華民國中醫內科醫學會	社會團體	(醫療衛生團體)	理事長	鄭振鴻  先生	87/07/12	02-3765-1195	8726669	臺北市信義區永吉路30巷148弄14號2樓
1399	中華民國中醫岐黃醫學會	社會團體	(醫療衛生團體)	理事長	李豐裕  先生	100/12/18	04-26319996	1000254769	臺中市龍井區新興路121號
1400	中華民國中醫抗衰老醫學會	社會團體	(醫療衛生團體)	理事長	王剴鏘  先生	91/10/27	02-3765-1195	9164757	臺北市信義區永吉路30巷148弄14號2樓
1401	中華民國中醫男科醫學會	社會團體	(醫療衛生團體)	理事長	翁瑞文  先生	102/03/03	02-37651197	1020164802	臺北市信義區永吉路30巷148弄14號2樓
1402	中華民國中醫肝病醫學會	社會團體	(醫療衛生團體)	理事長	林銘堉  先生	91/10/27	02-3765-1191	0910072797	臺北市信義區永吉路30巷148弄14號2樓
1403	中華民國中醫兒科醫學會	社會團體	(醫療衛生團體)	理事長	姚明昇  先生	87/07/12	02-37651191	8726481	臺北市信義區永吉路30巷148弄14號2樓
1404	中華民國中醫師特考生權利促進會	社會團體	(社會服務及慈善團體)	理事長	王燕珠  女士	97/04/26	049-223-3055	0970111750	南投縣草屯鎮富昌路116巷1弄24號
1405	中華民國中醫師檢定考試及格人員協進會	社會團體	(醫療衛生團體)	理事長	廖金生  先生	91/01/27	04-24073935	0910006336	403臺中市西區中美街290號
1406	中華民國中醫婦科醫學會	社會團體	(醫療衛生團體)	理事長	李維哲  先生	87/07/12	02-37651123	8726670	臺北市信義區永吉路30巷148弄14號2樓
1407	中華民國中醫眼科醫學會	社會團體	(醫療衛生團體)	理事長	羅銘鴻  先生	94/06/19	04-7880251	0940028247	彰化縣花壇鄉長沙村中山路2段60號
1408	中華民國中醫診療醫學會	社會團體	(醫療衛生團體)	理事長	陳季言  先生	95/09/03	04-23168410-810	0960014544	臺中市西屯區重慶路229號8樓
1409	中華民國中醫傷科醫學會	社會團體	(醫療衛生團體)	理事長	徐新政  先生	85/10/20	04-2205-3366#3205	8586549	臺中市北區學士路91號立夫教學大樓11樓
1410	中華民國中醫預防與康復醫學會	社會團體	(醫療衛生團體)	理事長	蔡志昇  先生	98/12/06	02-26820359	0990005285	新北市樹林區中山路一段158號
1411	中華民國中醫學術會	社會團體	(醫療衛生團體)	理事長(補選)	黃秋陽  先生	50/02/28	02-23145059		臺北市萬華區昆明街160巷1號8樓之3
1412	中華民國中醫癌症醫學會	社會團體	(醫療衛生團體)	理事長	廖世輝  先生	91/10/27	02-3765-1123	0920060036	臺北市信義區永吉路30巷148弄14號2樓
1413	中華民國中醫醫院暨聯合診所協會	社會團體	(醫療衛生團體)	理事長	柯韋帆  先生	78/01/17	04-2223-0377		台中市北區三民路3段210之5號
1414	中華民國中醫醫學會全國聯合會	社會團體	(醫療衛生團體)	理事長	鄭歲宗  先生	100/07/24	02-37651197	1000194844	臺北市信義區永吉路30巷148弄14號2樓
1415	中華民國中醫藥學會	社會團體	(醫療衛生團體)	理事長	邱戊己  先生	42/05/24	02-2302-2919	8582316補發	臺北市中正區青島西路11號3樓
1416	中華民國中藥協進會   (解散)	社會團體	(醫療衛生團體)	理事長	陳秋隆  	86/11/01	03-427-1589		桃園縣中壢市元化路一之四號
1417	中華民國中藥發展協會	社會團體	(醫療衛生團體)	理事長	羅文聰  	84/05/28	02-2261-3938	8417027	新北市土城區青雲路二八五號
1418	中華民國丰恩社會服務協會	社會團體	(社會服務及慈善團體)	理事長	劉德諒  先生	97/02/24		0970040082	新北市永和區保生路1號10樓之3
1419	中華民國丹輪慈善會	社會團體	(社會服務及慈善團體)	理事長	李麗嫈  女士	91/04/19	04-23059232	0910015789	臺中市西區向上路1段36號4樓之2
1420	中華民國尹式八卦掌協會	社會團體	(體育運動團體)	理事長	劉丁福  先生	92/02/22	07-5615514	0920010813	高雄市鹽埕區建國四路139號4樓
1421	中華民國五二三登山會	社會團體	(體育運動團體)	理事長	張文杰  先生	88/05/23	02-23651143	8834702	台北市羅斯福路3段189號7樓
1422	中華民國五人制足球協會	社會團體	(體育運動團體)	理事長	賴素如  女士	99/03/28	02-28278080	0990092929	台北市北投區石牌路1段15號
1423	中華民國五五同學會	社會團體	(同學校友會)	理事長	王燕軍  先生	98/01/18	02-86631028	0980118104	台北市文山區景福街30號6樓之2
1424	中華民國五心協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	馮定亞  先生	77/01/23	02-2705-5143	台(77)內社字第571198號	台北市安和路一段一九一號五樓之一
1425	中華民國五王濟世行善會	社會團體	(社會服務及慈善團體)	理事長	吳世鴻  先生	101/09/22	06-6581078	1010329014	臺南市新營區五興里五間厝102之7號
1426	中華民國五行易經經絡學會	社會團體	(學術文化團體)	理事長	林東晴  先生	94/11/06	02-25818857	0940071425	台北市中山區吉林路239號7樓之1
1427	中華民國五術學會	社會團體	(學術文化團體)	理事長	阮呂創義  	78/09/30	02-2768-5678		台北市永吉路三○巷一七八弄九號
1428	中華民國五顯慈恩淨土功德會	社會團體	(宗教團體)	理事長	李秋蓮  女士	89/06/24	02-2688-1350	8921296	新北市樹林區光興街402號
1429	中華民國仁社	社會團體	(社會服務及慈善團體)	理事長	莊威  先生	78/12/27	02-2700-6556		臺北市復興南路1段243號9樓
1430	中華民國仁愛志工協會	社會團體	(社會服務及慈善團體)	理事長	李榮楠  先生	99/06/08	02-2837-1771	0990151208	台北市士林區仰德大道2段41巷12弄11號
1431	中華民國元智大學校友會	社會團體	(同學校友會)	理事長	陳根德  先生	88/06/13	03-4638800#237	8834315	桃園縣中壢市內壢遠東路135號
1432	中華民國元極舞協會	社會團體	(體育運動團體)	理事長	潘登輝  先生	88/08/28	02-2838-5070	8882426	台北市士林區文林路594巷14號2樓
1433	中華民國元極舞運動協會   (解散)	社會團體	(體育運動團體)	理事長	張劉雪針  	89/04/30	02-2738-5982		台北市吳興街一五六巷二弄二二號
1434	中華民國內丹靈氣功協會   (解散)	社會團體	(體育運動團體)	理事長	王學謙  	79/09/16	02-2303-3830		台北市金華街19號2樓
1435	中華民國內分泌學會	社會團體	(醫療衛生團體)	理事長	葉振聲  先生	69/02/23	02-23316393		112臺北市北投區石牌路2段201號新陳代謝科
1436	中華民國內部稽核協會	社會團體	(經濟業務團體)	理事長	王怡心  女士	77/01/15	02-2768-0936	211783	105臺北市松山區南京東路5段16號5樓之1
1437	中華民國內湖高中校友會	社會團體	(同學校友會)	理事長	曾文培  先生	96/08/04	02-27977035分機201	0960206149	台北市內湖區文德路218號(台北市立內湖高中學務處)
1438	中華民國內經拍手功協會	社會團體	(體育運動團體)	理事長	江楠樟  先生	90/08/01	07-7711556	9026213	高雄市鳳山區輜汽北二路8號
1439	中華民國六壬研究會   (解散)	社會團體	(學術文化團體)	理事長	柯茲富  	82/06/12	02-2766-2857		台北市民生東路五段二二號二樓
1440	中華民國六房媽會	社會團體	(宗教團體)	理事長	謝永輝  先生	96/01/06	05-6626377	0960034005	雲林縣土庫鎮建仁街32號
1441	中華民國公司組織研究發展協會	社會團體	(經濟業務團體)	理事長	陳樹  先生	69/09/20	02-2321-9030	44195	100臺北市中正區愛國東路22號15樓
1442	中華民國公平投標促進會   (解散)	社會團體	(經濟業務團體)	理事長	尚潔梅  	85/10/31	02-2708-0088	台(85)字第8588813號	台北市光復南路四二Ｏ巷一弄九號三樓
1443	中華民國公正選舉促進會	社會團體	(其他公益團體)	理事長	連石磊  	94/05/15	02-27663328	0940069848	台北市中山區南京東路5段206號5樓
1444	中華民國公用瓦斯事業協會	社會團體	(經濟業務團體)	理事長	陳何家  先生	63/12/28	02-2516-2139		104臺北市中山區建國北路2段65號2樓
1445	中華民國公立醫院協會	社會團體	(醫療衛生團體)	理事長	李三剛  先生	90/02/17	02-87923311#10732	9010383	114臺北市內湖區成功路2段325號3樓
1446	中華民國公共工程品管工程師協會   (解散)	社會團體	(經濟業務團體)	理事長	陳吳曜明  	86/09/21	04-2387-0985	8685905	台中市南屯區保安六街一四三號八樓之十
1447	中華民國公共工程資訊學會	社會團體	(學術文化團體)	理事長	楊正甫  先生	78/02/18	02-27788815轉12	709135	台北市大安區復興南路1段129號6樓之1
1448	中華民國公共行政學會	社會團體	(學術文化團體)	理事長	陳金貴  先生	78/05/06	02-2500-9686		台北市中山區建國北路二段69號
1449	中華民國公共災難防治協進會   (解散)	社會團體	(社會服務及慈善團體)	理事長	吳惠美  	82/11/20	02-2375-8345	台(82)內社字第8227470號	台北市中華路二段五九號六樓
1450	中華民國公共事務行銷協會   (解散)	社會團體	(經濟業務團體)	理事長	劉水深  	84/03/17	02-2749-1789		台北市南京東路五段六三號三樓之一
1451	中華民國公共事務管理協會   (解散)	社會團體	(學術文化團體)	理事長	朱鳳芝  	89/02/18	02-2753-3676		台北市光復北路十一巷四六號五樓
1452	中華民國公共事務與政策研究會   (解散)	社會團體	(學術文化團體)	理事長	吳克清  	86/05/31	02-2358-5858#65		台北市青島東路五號六樓
1453	中華民國公共事務學會	社會團體	(學術文化團體)	理事長	盧瑞鍾  	76/11/12	02-2733-5640		台北市台灣大學政治系
1454	中華民國公共政策學會	社會團體	(學術文化團體)	理事長	張世賢  先生	73/04/15	02-2500-9600		台北市建國北路二段六九號二樓
1455	中華民國公共秩序學會	社會團體	(學術文化團體)	理事長	劉瀚宇  	75/10/05	02-2939-7316		台北市指南路三段二二巷二號
1456	中華民國公共藝術教育發展協會	社會團體	(學術文化團體)	理事長	林幸長  先生	95/12/10	02-27191060	0960026129	403臺中市西區五廊街124號12樓之5
1457	中華民國公有零售市場權益促進暨發展協會	社會團體	(社會服務及慈善團體)	理事長	張瑞南  先生	93/05/05	02-66205088	0930021167	新北市板區市三民路2段37號23樓之3
1458	中華民國公害防治協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	劉玉文  	84/05/06	04-2205-6552	台(84)內社字第8479396號	台中市忠太東路一一九號十八樓之十七
1459	中華民國公益活動促進會	社會團體	(社會服務及慈善團體)	理事長	汪德慈  	84/04/09	02-2772-0928		台北市復興南路1段1號10樓之4
1460	中華民國公益活動推展協會   (解散)	社會團體	(經濟業務團體)	理事長	郭芳美  	92/03/09	02-2343-4601		台北市文山區軍功路188巷11號5樓
1461	中華民國公益彩券研究發展協會	社會團體	(社會服務及慈善團體)	理事長	黃有忠  先生	100/07/11	02-28814582	1000152134	台北市士林區大南路2號
1462	中華民國公益團體服務協會	社會團體	(社會服務及慈善團體)	理事長	謝政達  先生	86/08/08	02-2782-0328	8682285	台北市忠孝東路6段21號10樓
1463	中華民國公益團體聯合會	社會團體	(其他公益團體)	理事長	施昭顯  先生	102/12/30	02-3393-2125	1030071622	100臺北市中正區忠孝東路一段76號5樓之1
1464	中華民國公益藝術家協會	社會團體	(學術文化團體)	理事長	張天雄  先生	99/08/22	0933-125646	0990191214	高雄市苓雅區和平一路138號6樓
1465	中華民國公務機關技工工友服務協進會	社會團體	(社會服務及慈善團體)	理事長	林宏泉  先生	99/10/02	02-26341075	0990237955	臺北市內湖區東湖路113巷95弄148號4樓
1466	中華民國公教人員高爾夫研習會	社會團體	(體育運動團體)	理事長	王三重  先生	98/12/06	049-2335851	0980237180	南投縣南投市仁德路138巷19號
1467	中華民國公眾形象促進協會	社會團體	(學術文化團體)	理事長	陳明任  	83/04/30	04-2203-5297	8311521	台中市忠明路四二四號十三樓之三
1468	中華民國公寓大廈大樓權益維護協會	社會團體	(社會服務及慈善團體)	理事長	林正義  	90/02/25	07-350-5308	9068890	高雄市左營區立大路三三七號
1469	中華民國公寓大廈安全管理協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	史健  	83/01/23	02-2737-4981	台(83)內社字第8376711號	台北市復興南路二段二八六號七樓
1470	中華民國公開發行公司股務協會	社會團體	(經濟業務團體)	理事長	王穎駿  先生	84/04/28	02-2571-3700	8416211	10446臺北市中山區中山北路2段77巷2號6樓之2
1471	中華民國公園高爾夫協會   (解散)	社會團體	(體育運動團體)	理事長	曾華榮  	90/04/17	02-2314-5523		台北市環河南路一段二十三號六樓之三
1472	中華民國公園高爾夫運動推廣協會	社會團體	(體育運動團體)	理事長	羅正雄  先生	100/08/29	03-9886288	1000195856	宜蘭縣礁溪鄉五峰路69號
1473	中華民國公證學會	社會團體	(學術文化團體)	理事長	劉瑞村  先生	73/09/24	02-2314-1160#6709	274711	10048臺北市中正區重慶南路1段124號
1474	中華民國分齡教育學會	社會團體	(學術文化團體)	理事長	陳延方  	89/01/26	03-3180700	8968584	桃園縣龜山鄉頂湖一街16號
1475	中華民國化石礦物協會   (解散)	社會團體	(經濟業務團體)	理事長	史春仁  	84/01/07	02-2505-5870	台(84)字第8401648號	台北市龍江路415巷38號1樓
1476	中華民國化妝品協會	社會團體	(經濟業務團體)	理事長	林志龍  先生	93/07/28	02-2370-2826	10A9330725	臺北市博愛路63號2樓
1477	中華民國化妝品消費者保謢協會	社會團體	(經濟業務團體)	理事長	周同誠  	95/04/15	02-2811-0152	0950090260	臺北市士林區重慶北路4段221號4樓
1478	中華民國化粧品科技學會	社會團體	(經濟業務團體)	理事長	賴貞秀  先生	78/05/06	04-2632-9801		臺中市沙鹿區中棲路二○○號靜宜應用化學系
1479	中華民國化學工業責任照顧協會	社會團體	(環保團體)	理事長	李謀偉  先生	87/01/16	02-2528-5802	8706046	105臺北市松山區八德路4段83號3樓(長德大樓)
1480	中華民國友仁婚姻媒合協會(合)	社會團體	(社會服務及慈善團體)	理事長	劉金鳳  女士	98/07/29	05-2840742	0980180948	600嘉義市金山路175號
1481	中華民國友愛行善團功德會	社會團體	(社會服務及慈善團體)	理事長	魏國賓  先生	90/09/16	04-2242-5196	9074119	臺中市北屯區文心路4段343號
1482	中華民國友誼之手圓夢協會	社會團體	(社會服務及慈善團體)	理事長	李仁吉  先生	96/07/11	02-26534348	0960115798	台北市南港區忠孝東路5段815號5樓之3
1483	中華民國及時管理研究學會   (解散)	社會團體	(經濟業務團體)	理事長	楊文標  	78/01/08	02-2718-8825	台(78)內社字第662641號	台北市承德路一段一七號後棟八樓之四
1484	中華民國反毒運動促進會	社會團體	(社會服務及慈善團體)	理事長	蕭明輝  先生	83/05/14	02-2388-6988	8312626	臺北市中正區重慶南路1段10號8樓801室
1485	中華民國反對廢除死刑維護社會公義協會	社會團體	(社會服務及慈善團體)	理事長	何志浩  先生	99/12/18	049-2244201	1000132488	南投縣南投市育樂路114巷121號
1486	中華民國天一愛心推展協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	簡義人  	90/12/02	02-82537701	台內社字第0910004141號	台北縣板橋市文化路二段五一八號七樓
1487	中華民國天人一家世界大同協會	社會團體	(其他公益團體)	理事長	洪國利  先生	96/12/16	0968545947	0970014191	300新竹市千甲路360巷2號
1488	中華民國天人一家宗教聯合協會	社會團體	(宗教團體)	理事長	陳天聖  先生	96/06/17	03-5719317	0960115193	新竹市建功一路222號2樓
1489	中華民國天下父母心關懷促進會	社會團體	(社會服務及慈善團體)	理事長	何月英  女士	90/12/31	02-26296523	0910065406	新北市淡水區新民街180巷31號3樓
1490	中華民國天山八卦寮道德協會	社會團體	(宗教團體)	理事長	陳天香  女士	98/08/09	02-26623030	0980178273	新北市三重區三張街42號
1491	中華民國天元慈善功德會	社會團體	(社會服務及慈善團體)	理事長	張坤山  先生	84/05/13	02-2963-0905		220新北市板橋區四川路2段16巷5號10樓
1492	中華民國天元慈善會	社會團體	(社會服務及慈善團體)	理事長	蔡容慈  女士	103/01/05	05-7826121	1020326748	雲林縣水林鄉大溝村大溝路128號
1493	中華民國天公聖教會協會	社會團體	(宗教團體)	理事長	李至真  女士	92/09/21	02-27028307	0960011606	桃園縣蘆竹鄉南福路117號7F-7
1494	中華民國天心地元協進會	社會團體	(宗教團體)	理事長	呂顏秀美  女士	99/07/25	02-23068759	0990182084	台北市萬華區三水街106巷2號2樓
1495	中華民國天心聖德行善功德會	社會團體	(社會服務及慈善團體)	理事長	陳偉信  先生	100/07/03	04-8315468	1000156863	510彰化縣員林鎮新興里萬年路3段252號
1496	中華民國天文理數學會	社會團體	(學術文化團體)	理事長	許永昌  先生	87/11/28	02-28053487		251新北市淡水區中正路2段133之8號
1497	中華民國天文學會	社會團體	(學術文化團體)	理事長	管一政  先生	47/06/08	03-5742953		台北市羅斯福路4段1號臺灣大學天文數學館11樓
1498	中華民國天主教之聲傳播協會	社會團體	(宗教團體)	理事長	黃金瑜  先生	87/03/28	02-2397-4701	8716853	台北市大安區新生南路二段五十號
1499	中華民國天主教原住民傳教協進會	社會團體	(宗教團體)	理事長	陳政義  	87/08/16	02-2732-4665		台北市大安區樂業街六五巷八號二樓
1500	中華民國天主教病患之友會	社會團體	(社會服務及慈善團體)	理事長	楊景明  先生	85/11/10	02-23617619	8582937	臺北市中正區中山北路1段2號8樓825室
1501	中華民國天主教監獄服務社	社會團體	(宗教團體)	理事長	成濤  先生	81/05/08	05-222-6372	8181297	新北市新莊區中正路510號輔仁大學聖言會內
1502	中華民國天旨慈悲宮慈善功德會	社會團體	(宗教團體)	理事長	白佳艷  女士	101/04/06	02-29593356		新北市三重區正義北路21號4樓
1503	中華民國天使之家全人關懷協會	社會團體	(社會服務及慈善團體)	理事長	林金樹  先生	92/06/29	02-27909454	0920030294	臺北市內湖區成功路二段242號1樓
1504	中華民國天使心關懷協會	社會團體	(社會服務及慈善團體)	理事長	吳淑娟  女士	98/01/17	0936116473	0980038924	基隆市暖暖街570巷92號6樓
1505	中華民國天和內功協會	社會團體	(體育運動團體)	理事長	蔣梅虹  女士	94/07/10	04-24714372	0940027897	臺中市南屯區大昌街46號
1506	中華民國天星紫微斗數研究會	社會團體	(學術文化團體)	理事長	阮蓓芬  女士	80/10/20	02-27551129		105台北市松山區民權東路3段191巷80號1樓
1507	中華民國天音福康慈航會	社會團體	(社會服務及慈善團體)	理事長	王廷汴  先生	98/05/03	03-4700-995	0980128549	新竹市明湖路920巷23號
1508	中華民國天恩聖維協會	社會團體	(社會服務及慈善團體)	理事長	杞欣燕  女士	100/09/25	03-9650135	1000197356	宜蘭縣五結鄉上四村中正西路89巷36號
1509	中華民國天真亥子道總會	社會團體	(宗教團體)	理事長	黃信松  先生	79/07/15	02-2533-4643	812930	台北市中山區北安路653號1樓
1510	中華民國天堂鳥受刑人更生人輔導協會	社會團體	(社會服務及慈善團體)	理事長	李悅綾  女士	99/01/14	02-6606-1188	0990048030	新竹市頂竹里南大路283巷4號
1511	中華民國天密紫微斗數命理學會	社會團體	(學術文化團體)	理事長	楊陸瑋  先生	97/08/10	02-26532022	0970180969	台北市忠孝東路5段815號5樓
1512	中華民國天然保健協會   (解散)	社會團體	(醫療衛生團體)	理事長	高江丁  	78/07/16	02-2375-3872		台北市松江路二○六號一四樓之五
1513	中華民國天慈愛心功德會	社會團體	(社會服務及慈善團體)	理事長	洪建宏  先生	83/05/22	02-2602-3125	8315498	新北市林口區仁愛路2段192巷16弄12號
1514	中華民國天道院禪宗協會	社會團體	(宗教團體)	理事長	梁沛霖  	93/09/05	02-28102326	0930110544	台北市士林區延平北路7段106巷237弄18號
1515	中華民國天道總會	社會團體	(宗教團體)	理事長	陳沼澤  先生	79/04/29	02-2935-4168	800426	台北市文山區景中街30巷12號4樓之4
1516	中華民國天鉞門身心靈總體健康協進會	社會團體	(學術文化團體)	理事長	郭鵬志  先生	95/01/08	02-25468666	0950085714	臺北市松山區民權東路3段191巷78號
1517	中華民國天德教總會	社會團體	(宗教團體)	理事長	胡萬新  先生	78/06/25	02-26621094	732760	新北市深坑區土庫里松柏街43巷22號
1518	中華民國天德慈善會	社會團體	(社會服務及慈善團體)	理事長	許復進  先生	83/12/18	06-5753862	8401113	臺南市楠西區照興里興北73之30號
1519	中華民國天輪大道靈修道脈協會	社會團體	(宗教團體)	理事長	吳蕙英  女士	89/09/03	05-269-5001	8927513	嘉義縣溪口鄉柴林村33之3號
1520	中華民國天機地理協會	社會團體	(學術文化團體)	理事長	謝潔永  	83/01/22	02-27209833	8303980	台北市信義區光復南路417巷171號1樓
